"Swagger Magazine
Staff",5 genres,$500 ,62,63,1-3 Days,United States,No,Yes,Yes
"West Word
6 Month Lifespan",News,$500 ,77,81,3 Days,"Colorado
United States",Yes,Yes,Yes
SF Weekly,News,$500 ,73,80,1-3 Days,"California
United States",No,Yes,Yes
"Miami New Times
6 Month Lifespan",News,$500 ,78,80,3 Days,"Florida
United States",Yes,Yes,Yes
"Live Mint
Raised",News,$500 ,91,88,1 Week,India,Discrete,Yes,No
Womens Golf Journal,Sports,$500 ,28,29,1 Week,"Global
United States",No,Yes,Yes
Morning Honey,LifestyleNews,$500 ,29,36,1 Week,Global,No,Yes,Yes
Galore Magazine,4 genres,$500 ,76,67,1-3 Days,United States,No,Yes,Yes
Female First,4 genres,$500 ,78,74,1-3 Days,United Kingdom,No,Yes,No
SF Examiner,News,$500 ,82,80,1-3 Days,"California
United States",No,Yes,Yes
"Dallas Observer
6 Month Lifespan",News,$500 ,78,79,3 Days,"Texas
United States",Yes,Yes,Yes
Front Page Detectives,News,$500 ,35,26,1 Week,Global,No,Yes,Yes
"TaxScan.in
New",Business,$550 ,36,55,3-5 Days,India,No,Yes,Yes
"Daily Pioneer
New",News,$550 ,77,76,3-5 Days,United States,No,Yes,Yes
Village Voice,5 genres,$550 ,85,83,1 Day,"New York
United States",Discrete,Yes,No
Orange Coast Magazine,Lifestyle,$550 ,55,68,1 Week,"California
United States",No,Yes,Yes
LA Weekly,6 genres,$550 ,76,84,1 Day,"California
United States",No,Yes,No
"Fast Company Africa
Staff",BusinessTech,$550 ,36,44,1 Week,"Africa
Global",Yes,Yes,No
Irvine Weekly,Lifestyle,$550 ,35,50,1 Day,"California
United States",Discrete,Yes,No
Bust Magazine,5 genres,$550 ,73,74,1 Day,Global,Discrete,Yes,No
CoinSpeaker,Web 3,$550 ,73,76,3 Days,Global,Discrete,Yes,No
OC Weekly,News,$550 ,72,75,1-3 Days,California,Discrete,Yes,No
"San Diego Reader
Raised",News,$550 ,76,76,3 Days,"California
United States",No,Yes,No
JPost,4 genres,$600 ,91,87,1 Week,Israel,Discrete,Yes,Yes
Cryptopolitan,Web 3,$600 ,51,75,3 Days,Global,Discrete,Yes,No
Inquirer,NewsBusiness,$600 ,89,84,3-5 Days,Philippines,Discrete,Yes,No
Haute Beauty,5 genres,$600 ,78,77,1-2 Weeks,"Florida
United States",Discrete,Yes,Yes
"StockTwits
New",News,$600 ,76,78,1-3 Days,United States,No,Yes,Yes
Washington Times,News,$600 ,90,86,1 Week,"Washington State
United States",Yes,Yes,Yes
Haute Residence,LuxuryReal Estate,$600 ,49,63,1-2 Weeks,United States,Discrete,Yes,Yes
Haute Living,8 genres,$600 ,78,77,1-2 Weeks,"Florida
United States",Discrete,Yes,Yes
Haute Time,5 genres,$600 ,56,51,1-2 Weeks,United States,Discrete,Yes,Yes
"Crypto News
Press Release",Web 3,$650 ,61,81,3 Days,Global,Discrete,Yes,Yes
Daily Caller,4 genres,$650 ,88,82,1-3 Days,Global,No,Yes,Yes
FXStreet,Web 3,$650 ,79,79,3-5 Days,Global,Yes,Yes,No
Tech Times,3 genres,$650 ,83,83,1-3 Days,Global,No,Yes,Yes
IB Times (JP),NewsBusiness,$650 ,45,32,3-5 Days,"Japan
Global",Yes,Yes,No
IB Times (UAE),4 genres,$650 ,11,18,1-2 Weeks,"UAE
Middle East",Yes,Yes,No
LEO Weekly,News,$700 ,59,68,3-5 Days,Kentucky,No,Yes,Yes
Citybeat,News,$700 ,64,73,1-3 Days,Ohio,No,Yes,Yes
Metro Times,News,$700 ,76,78,1-3 Days,"Michigan
United States",No,Yes,Yes
SC Now,News,$750 ,64,71,1 Week,"South Carolina
United States",No,Yes,Yes
Billings Gazette,News,$750 ,73,77,1 Week,"Montana
United States",No,Yes,Yes
Daily Press,News,$750 ,78,77,2 Weeks,"Virginia
United States",Yes,No,No
Lake Geneva Regional News,News,$750 ,49,56,1 Week,"Wisconsin
United States",No,Yes,Yes
Elko Daily Free Press,News,$750 ,64,70,1 Week,"Nevada
United States",No,Yes,Yes
"Benzinga
Contributor",3 genres,$750 ,87,86,1 Week,United States,No,Yes,Yes
"The Tempe Tribune
New",News,$750 ,11,31,1-3 Days,"United States
Arizona",No,Yes,Yes
The Beatrice Daily Sun,News,$750 ,56,57,1 Week,"Nebraska
United States",No,Yes,Yes
"Arroyo
New",News,$750 ,54,63,1-3 Days,"United States
California",No,Yes,Yes
"Bradenton Herald
NewPress Release",News,$750 ,76,74,3-5 Days,Florida,Discrete,Maybe,No
The Times and Democrat,News,$750 ,64,70,1 Week,"South Carolina
United States",No,Yes,Yes
"San Clemente Times
New",News,$750 ,58,52,1-3 Days,"California
United States",No,Yes,Yes
"Peoria Times
New",News,$750 ,41,48,1-3 Days,"United States
Arizona",No,Yes,Yes
Casper Star Tribune,News,$750 ,68,76,1 Week,"Wyoming
United States",No,Yes,Yes
"The Capistrano Dispatch
New",News,$750 ,58,52,1-3 Days,"United States
California",No,Yes,Yes
"Camarillo Acorn
New",News,$750 ,47,51,1-3 Days,"United States
California",No,Yes,Yes
"The Olympian
NewPress Release",3 genres,$750 ,71,74,1 Week,Washington State,Discrete,Maybe,No
Hartford Courant,News,$750 ,83,83,3-5 Days,"Connecticut
United States",Yes,No,No
L'Officiel Austria,4 genres,$750 ,38,54,1 Week,"Europe
Global",No,Yes,Yes
Independent Record,News,$750 ,70,73,1 Week,"Montana
United States",No,Yes,Yes
"West Valley View
New",News,$750 ,43,52,1-3 Days,"United States
Arizona",No,Yes,Yes
"Foothills News
New",News,$750 ,50,59,1-3 Days,"United States
Arizona",No,Yes,Yes
"Coingape
Press Release",Web 3,$750 ,57,76,3 Days,Global,Discrete,Yes,No
Moline Dispatch & Rock Island Argus,News,$750 ,64,71,1 Week,"Iowa
Illinois
United States",No,Yes,Yes
The Daily Nonpareil,News,$750 ,59,66,1 Week,"Iowa
United States",No,Yes,Yes
"Inside Tucson Business
New",News,$750 ,50,59,1-3 Days,"United States
Arizona",No,Yes,Yes
STL Today,News,$750 ,86,84,1 Week,"Missouri
United States",No,Yes,Yes
Journal Gazette & Times-Courier,News,$750 ,60,59,1 Week,"Illinois
United States",No,Yes,Yes
"Tucson Weekly
New",News,$750 ,68,72,1-3 Days,"Arizona
United States",No,Yes,Yes
The Journal Times,News,$750 ,67,73,1 Week,"Wisconsin
United States",No,Yes,Yes
"Playa Vista Magazine
New",News,$750 ,23,32,1-3 Days,"United States
California",No,Yes,Yes
SWVA Today,News,$750 ,53,56,1 Week,"Virginia
United States",No,Yes,Yes
The Press of Atlantic City,News,$750 ,73,77,1 Week,"New Jersey
United States",No,Yes,Yes
"Simi Valley Acorn
New",News,$750 ,50,52,1-3 Days,United States,No,Yes,Yes
Waterloo-Cedar Falls Courier,News,$750 ,75,73,1 Week,"Iowa
United States",No,Yes,Yes
"Phoenix College Times
New",News,$750 ,51,56,1-3 Days,"United States
Arizona",No,Yes,Yes
Mooresville Tribune,News,$750 ,53,55,1 Week,"North Carolina
United States",No,Yes,Yes
"Belleville News-Democrat
NewPress Release",News,$750 ,72,73,3-5 Days,Illinois,Discrete,Maybe,No
"Kansas.com
NewPress Release",News,$750 ,80,78,3-5 Days,"United States
Kansas",Discrete,Maybe,No
IB Times (AU),5 genres,$750 ,69,71,3-5 Days,Australia,Yes,Yes,No
The Muscatine Journal,News,$750 ,59,55,1 Week,"Iowa
United States",No,Yes,Yes
"Charlotte Observer
NewPress Release",News,$750 ,86,82,3-5 Days,North Carolina,Discrete,Maybe,No
"The Sacramento Bee
NewPress Release",News,$750 ,85,85,3-5 days,California,Discrete,Maybe,No
Hickory Daily Record,News,$750 ,62,66,1 Week,"North Carolina
United States",No,Yes,Yes
The Southern Illinoisan,News,$750 ,65,71,1 Week,"Illinois
United States",No,Yes,Yes
"Phoenix.org
New",News,$750 ,51,56,1-3 Days,"United States
Arizona",No,Yes,Yes
"The Argonaut
New",News,$750 ,51,65,1-3 Days,"California
United States",No,Yes,Yes
The Citizen Auburn Pub,News,$750 ,68,72,1 Week,"New York
United States",No,Yes,Yes
"The Modesto Bee
NewPress Release",News,$750 ,76,75,3-5 Days,California,Discrete,Maybe,No
Waco Tribune-Herald,News,$750 ,72,74,1 Week,"Texas
United States",No,Yes,Yes
Culpeper Star-Exponent,News,$750 ,55,61,1 Week,"Virginia
United States",No,Yes,Yes
"Centre Daily Times
NewPress Release",News,$750 ,73,74,3-5 Days,Pennsylvania,Discrete,Maybe,No
Wonderwall.com,3 genres,$750 ,78,59,1 Week,United States,No,Yes,Yes
Danville Register & Bee,News,$750 ,59,62,1 Week,"Virginia
United States",No,Yes,Yes
Rapid City Journal,News,$750 ,72,74,1 Week,"South Dakota
United States",No,Yes,Yes
Globe Gazzette,News,$750 ,75,71,1 Week,"Iowa
United States",No,Yes,Yes
Albany Democrat-Herald,News,$750 ,66,66,1 Week,"Oregon
United States",No,Yes,Yes
Atlantic City Weekly,News,$750 ,54,54,1 Week,"New Jersey
United States",No,Yes,Yes
"Myrtle Beach Sun News
NewPress Release",News,$750 ,72,73,3-5 Days,"South Carolina
United States",Discrete,Maybe,No
Missoulian,News,$750 ,76,77,1 Week,"Montana
United States",No,Yes,Yes
"Gilbert Sun News
New",News,$750 ,39,49,1-3 Days,"California
United States",No,Yes,Yes
Wahoo Ashland Waverly,News,$750 ,40,43,1 Week,"Nebraska
United States",No,Yes,Yes
Dothan Eagle,News,$750 ,66,71,1 Week,"Alabama
United States",No,Yes,Yes
"The Herald Sun
NewPress Release",News,$750 ,76,72,3-5 Days,North Carolina,Discrete,Maybe,No
The Pantagraph,News,$750 ,68,73,1 Week,"Illinois
United States",No,Yes,Yes
Statesville Record & Landmark,News,$750 ,60,59,1 Week,"North Carolina
United States",No,Yes,Yes
"Ledger Enquirer
NewPress Release",News,$750 ,75,73,3-5 Days,Georgia,Discrete,Maybe,No
The Morganton News Herald,News,$750 ,58,61,1 Week,"North Carolina
United States",No,Yes,Yes
Winona Daily News,News,$750 ,61,69,1 Week,"Minnesota
United States",No,Yes,Yes
"Dana Point Times
New",News,$750 ,58,52,1-3 Days,"United States
California",No,Yes,Yes
The Buffalo News,News,$750 ,76,82,1 Week,"New York
United States",No,Yes,Yes
Kearney Hub,News,$750 ,61,65,1 Week,"Nebraska
United States",No,Yes,Yes
Winston-Salem Journal,News,$750 ,73,77,1 Week,"North Carolina
United States",No,Yes,Yes
Omaha World-Herald,News,$750 ,78,81,1 Week,"Nebraska
United States",No,Yes,Yes
"Ladue News
New",News,$750 ,46,67,5-7 Days,Missouri,No,Yes,Yes
"Desert Times
New",News,$750 ,50,59,1-3 Days,"United States
Arizona",No,Yes,Yes
Sun Sentinel,News,$750 ,88,84,2 Weeks,"Florida
United States",Yes,No,No
My Aggie Nation,News,$750 ,41,31,1 Week,"Texas
United States",No,Yes,Yes
"Ahwatukee Foothills News
New",News,$750 ,53,62,1-3 Days,"Arizona
United States",No,Yes,Yes
"Pasadena Weekly
New",News,$750 ,54,63,1-3 Days,"United States
California",No,Yes,Yes
"VC Reporter
New",News,$750 ,54,64,1-3 Days,"California
United States",No,Yes,Yes
"Arizonan SanTan Sun
New",News,$750 ,35,44,1-3 Days,"United States
Arizona",No,Yes,Yes
The Sentinel,News,$750 ,69,71,1 Week,"Pennsylvania
United States",No,Yes,Yes
"Moorpark Acorn
New",News,$750 ,44,45,1-3 Days,"United States
California",No,Yes,Yes
"KNewz
Staff",4 genres,$750 ,52,52,1 Week,Global,No,Yes,Yes
Twin Falls Times-News,News,$750 ,66,72,1 Week,"Idaho
United States",No,Yes,Yes
The Daily Progress,News,$750 ,70,76,1 Week,"Virginia
United States",No,Yes,Yes
The News Virginian,News,$750 ,48,46,1 Week,"Virginia
United States",No,Yes,Yes
Corvallis Gazette Times,News,$750 ,67,71,1 Week,"Oregon
United States",No,Yes,Yes
"Crypto Potato
Press Release",Web 3,$750 ,60,78,3 Days,Global,Discrete,Yes,No
"Phoenix Lovin' Life
New",News,$750 ,51,56,1-3 Days,"United States
Arizona",No,Yes,Yes
Sioux City Journal,News,$750 ,73,75,1 Week,"Iowa
United States",No,Yes,Yes
"Sound of Freedom
New",News,$750 ,49,51,1-3 Days,"United States
California",No,Yes,Yes
Tulsa World,News,$750 ,77,80,1 Week,"Oklahoma
United States",No,Yes,Yes
The Virginian-Pilot,News,$750 ,75,81,1 Week,"Virginia
United States",Yes,No,No
Franklin News Post,News,$750 ,46,46,1 Week,"Virginia
United States",No,Yes,Yes
"The Island Packet
NewPress Release",News,$750 ,77,73,3-5 Days,"South Carolina
United States",Discrete,Maybe,No
"Idaho Statesman
NewPress Release",News,$750 ,76,78,3-5 Days,Idaho,Discrete,Maybe,No
The Free Lance-Star,News,$750 ,67,75,1 Week,"Virginia
United States",No,Yes,Yes
Chicago Tribune,News,$750 ,92,91,2 Weeks,"Illinois
United States",Yes,No,No
"The Telegraph
NewPress Release",NewsSports,$750 ,63,73,3-5 Days,"Illinois
United States",Discrete,Maybe,No
"The Entertainer! Magazine
New",News,$750 ,51,56,1-3 Days,"United States
Arizona",No,Yes,Yes
The Eagle,News,$750 ,72,72,1 Week,"Texas
United States",No,Yes,Yes
Spin.com,MusicNews,$750 ,85,80,1 Week,United States,No,Yes,Yes
"Merced Sun Star
NewPress Release",News,$750 ,66,71,3-5 Days,California,Discrete,Maybe,No
"Queencreek Tribune
New",News,$750 ,28,35,1-3 Days,"United States
Arizona",No,Yes,Yes
Napa Valley Register,News,$750 ,79,76,1 Week,"California
United States",No,Yes,Yes
"The Herald
NewPress Release",3 genres,$750 ,71,73,3-5 Days,South Carolina,Discrete,Maybe,No
The Casper Journal,News,$750 ,44,38,1 Week,"Wyoming
United States",No,Yes,Yes
LA Mag,News,$750 ,83,81,1 Week,"California
United States",No,Yes,Yes
"The Bellingham Herald
NewPress Release",News,$750 ,68,73,3-5 Days,Washington State,Discrete,Maybe,No
Glens Falls Post-Star,News,$750 ,66,73,1 Week,"New York
United States",No,Yes,Yes
Quad-City Times,News,$750 ,68,75,1 Week,"Iowa
Illinois
United States",No,Yes,Yes
"Barchart
NewPress Release",Business,$750 ,62,79,3-5 Days,United States,No,Maybe,Yes
"East Valley Tribune
New",News,$750 ,64,73,1-3 Days,"Arizona
United States",No,Yes,Yes
"Fort Worth Star-Telegram
NewPress Release",News,$750 ,83,81,3-5 Days,Texas,Discrete,Maybe,No
Opelika Auburn News,News,$750 ,71,67,1 Week,"Alabama
United States",No,Yes,Yes
"Ventana Monthly
New",News,$750 ,30,37,1-3 Days,"United States
California",No,Yes,Yes
"Sun Herald
NewPress Release",News,$750 ,73,75,3-5 Days,Michigan,Discrete,Maybe,No
CoinCodex,Web 3,$750 ,54,76,3-5 Days,Global,Discrete,Yes,No
"LADTNews
New",News,$750 ,59,68,1-3 Days,"California
United States",No,Yes,Yes
"Kansas City Star
NewPress Release",News,$750 ,85,83,3-5 Days,Kansas,Discrete,Maybe,No
The McDowell News,News,$750 ,52,52,1 Week,"North Carolina
United States",No,Yes,Yes
Orlando Sentinel,News,$750 ,87,84,2 Weeks,"Florida
United States",Yes,No,No
News & Record,News,$750 ,76,76,1 Week,"North Carolina
United States",No,Yes,Yes
Elle (Ukraine),FashionNews,$750 ,57,64,1-2 Weeks,Ukraine,No,Yes,No
The Morning Call,News,$750 ,81,80,2 Weeks,"Pennsylvania
United States",Yes,No,No
Herald & Review,News,$750 ,66,71,1 Week,"Illinois
United States",No,Yes,Yes
Ravalli Republic,News,$750 ,56,64,1 Week,"Montana
United States",No,Yes,Yes
L'Officiel Cyprus,FashionLifestyle,$750 ,31,41,1 Week,"Europe
Global",No,Yes,Yes
Scottsbluff Star-Herald Online,News,$750 ,61,68,1 week,"Nebraska
United States",No,Yes,Yes
"Thousand Oaks Acorn
New",News,$750 ,55,62,1-3 Days,United States,No,Yes,Yes
"The Acorn
New",News,$750 ,52,61,1-3 Days,United States,No,Yes,Yes
"Lovin' Life
New",News,$750 ,50,59,1-3 Days,"United States
Arizona",No,Yes,Yes
The Roanoke Times,News,$750 ,74,77,1 Week,"Virginia
United States",No,Yes,Yes
La Crosse Tribune,News,$750 ,67,73,1 Week,"Wisconsin
United States",No,Yes,Yes
"Radar Online
Staff",4 genres,$750 ,81,78,1 Week,United States,No,Yes,Yes
NY Daily News,News,$750 ,93,89,3-5 Days,"New York
United States",Yes,No,No
"The News Tribune
NewPress Release",News,$750 ,76,78,3-5 Days,Washington State,Discrete,Maybe,No
The News & Advance,News,$750 ,68,72,1 Week,"Virginia
United States",No,Yes,Yes
Chippewa Herald,News,$750 ,62,65,1 Week,"Wisconsin
United States",No,Yes,Yes
Bristol Herald Courier,News,$750 ,66,71,1 Week,"Virginia
United States",No,Yes,Yes
Montana Standard,News,$750 ,66,72,1 Week,"Montana
United States",No,Yes,Yes
"The Fresno Bee
NewPress Release",News,$750 ,77,78,3-5 Days,California,Discrete,Maybe,No
"SanTan Sun News
New",News,$750 ,35,44,1-3 Days,"United States
Arizona",No,Yes,Yes
L'Officiel Monaco,4 genres,$750 ,37,53,1-3 Days,"Monaco
Global",No,Yes,Yes
Coin Edition,Web 3,$750 ,34,61,3-5 Days,Global,Discrete,Yes,No
"Lexington Herald-Leader
NewPress Release",News,$750 ,85,79,3-5 Days,Kentucky,Discrete,Maybe,No
Fremont Tribune,News,$750 ,59,62,1 Week,"Nebraska
United States",No,Yes,Yes
"The Glendale Star
New",News,$750 ,49,51,1-3 Days,"United States
California",No,Yes,Yes
The Columbus Telegram,News,$750 ,63,64,1 Week,"Nebraska
United States",No,Yes,Yes
Baltimore Sun,News,$750 ,90,87,3-5 Days,"Maryland
United States",Yes,No,No
The Bismarck Tribune,News,$750 ,67,75,1 Week,"North Dakota
United States",No,Yes,Yes
The Daily News,News,$750 ,69,71,1 Week,"Washington State
United States",No,Yes,Yes
"Tri-City Herald
NewPress Release",News,$750 ,67,74,3-5 Days,Washington State,Discrete,Maybe,No
"Airpark News
New",News,$750 ,40,58,1-3 Days,"United States
Arizona",No,Yes,Yes
"The News & Observer
NewPress Release",News,$750 ,82,83,3-5 Days,South Carolina,Discrete,Maybe,No
"San Luis Obispo Tribune
NewPress Release",News,$750 ,76,75,3-5 Days,California,Discrete,Maybe,No
The Independent Tribune,News,$750 ,60,64,1 Week,"North Carolina
United States",No,Yes,Yes
"Explorer News
New",News,$750 ,50,59,1-3 Days,"United States
Arizona",No,Yes,Yes
Kenosha News,News,$750 ,69,72,1 Week,"Wisconsin
United States",No,Yes,Yes
"Hollywood Life
Staff",EntertainmentLifestyle,$750 ,90,80,1 Week,"California
United States",No,Yes,Yes
The Grand Island Independant,News,$750 ,69,70,1 Week,"Nebraska
United States",No,Yes,Yes
The Times of Northwest Indiana,News,$750 ,74,78,1 Week,"Indiana
United States",No,Yes,Yes
"The Mesa Tribune
New",News,$750 ,32,44,1-3 Days,"United States
Arizona",No,Yes,Yes
York News-Times,News,$750 ,59,61,1 Week,"Nebraska
United States",No,Yes,Yes
The North Platte Telegraph,News,$750 ,58,60,1 Week,"Nebraska
United States",No,Yes,Yes
"Marana News
New",News,$750 ,50,59,1-3 Days,"Arizona
United States",No,Yes,Yes
Martinsville Bulletin,News,$750 ,57,64,1 Week,"Virginia
United States",No,Yes,Yes
"Miami Herald
NewPress Release",7 genres,$750 ,90,87,1 Week,Florida,Discrete,Maybe,No
"Scottsdale Progress
New",News,$750 ,40,58,1-3 Days,"Arizona
United States",No,Yes,Yes
Lexington Clipper-Herald,News,$750 ,50,45,1 Week,"Nebraska
United States",No,Yes,Yes
Richmond Times-Dispatch,News,$750 ,75,81,1 Week,"Virginia
United States",No,Yes,Yes
"The State
NewPress Release",News,$750 ,80,79,3-5 Days,South Carolina,Discrete,Maybe,No
"The Foothills Focus
New",News,$750 ,35,43,1-3 Days,"United States
Arizona",No,Yes,Yes
Lincoln Journal Star,News,$750 ,73,79,1 Week,"Nebraska
United States",No,Yes,Yes
"Harper's Bazaar Vietnam
Staff",4 genres,$750 ,43,68,1 Week,"Vietnam
Global",No,Yes,Yes
Playboy (Netherlands),NewsEntertainment,$800 ,37,38,1 Week,Netherlands,No,Yes,Yes
Mashable (NL),5 genres,$800 ,93,91,1 Week,Netherlands,No,Yes,Yes
World Star,Music,$800 ,76,72,3-5 Days,United States,No,Yes,Yes
"Gulf Times
Press Release",News,$800 ,74,76,1-3 Days,"UAE
Middle East",No,Yes,Yes
Soap Opera Digest,EntertainmentLifestyle,$850 ,72,60,1 Week,United States,No,Yes,Yes
Life & Style,7 genres,$850 ,78,73,1-2 Weeks,"United States
Global",No,Yes,No
In Touch Weekly,5 genres,$850 ,85,75,1-2 Weeks,"Global
United States",No,Yes,No
Women's World,LifestyleFashion,$850 ,64,72,1-2 Weeks,"Global
United States",No,Yes,No
Hollywood Unlocked,4 genres,$850 ,65,53,1-3 Days,"California
United States",No,Yes,Yes
First for Women,3 genres,$850 ,60,70,1-2 Weeks,"Global
United States",No,Yes,No
National Enquirer,NewsEntertainment,$850 ,76,70,3-5 Days,"United States
Global",No,Yes,No
Closer Weekly,4 genres,$850 ,78,70,1-2 Weeks,"Global
United States",No,Yes,No
Daily Comet,News,"$1,000 ",60,60,1-2 Weeks,"Louisiana
United States",No,Yes,No
Chillicothe Gazette,News,"$1,000 ",61,63,1-2 Weeks,"Ohio
United States",No,Yes,No
House & Garden Africa,Real EstateLifestyle,"$1,000 ",45,48,1-2 Weeks,Africa,No,Yes,No
The Evening Tribune,News,"$1,000 ",57,57,1-2 Weeks,"New York
United States",No,Yes,No
Herald Times Reporter,3 genres,"$1,000 ",60,65,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Cheboygan Daily Tribune,News,"$1,000 ",52,49,1-2 Weeks,"Michigan
United States",No,Yes,No
Stevens Point Journal,News,"$1,000 ",57,62,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Freeport Journal Standard,News,"$1,000 ",57,58,1-2 Weeks,"Illinois
United States",No,Yes,No
Daily Messenger,News,"$1,000 ",60,65,1-2 Weeks,"New York
United States",No,Yes,No
The Gadsden Times,News,"$1,000 ",61,65,1-2 Weeks,"Alabama
United States",No,Yes,No
Coshocton Tribune,News,"$1,000 ",57,59,1-2 Weeks,"Ohio
United States",No,Yes,No
Mediaite,AlcoholPolitical,"$1,000 ",83,78,3-5 Days,United States,Discrete,Yes,No
Pal-item,News,"$1,000 ",58,59,1-2 Weeks,"Indiana
United States",No,Yes,No
Port Clinton News Herald,News,"$1,000 ",54,53,1-2 Weeks,"Ohio
United States",No,Yes,No
The Record Herald,News,"$1,000 ",55,51,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Bottle Raiders,Lifestyle,"$1,000 ",36,50,1 Week,United States,No,Yes,No
"OK! Magazine
Staff",5 genres,"$1,000 ",81,75,3-5 Days,"Global
United States",No,Yes,Yes
The Gardener News,News,"$1,000 ",42,53,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The Daily Jeffersonian,News,"$1,000 ",50,55,1-2 Weeks,"Ohio
United States",No,Yes,Yes
Bucyrus Telegraph-Forum,News,"$1,000 ",55,54,1-2 Weeks,"Ohio
United States",No,Yes,No
Marshfield News Herald,News,"$1,000 ",56,54,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Reporter-Times,3 genres,"$1,000 ",51,51,1-2 Weeks,"Indiana
United States",No,Yes,No
Tri-County Independent,News,"$1,000 ",55,52,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Henderson News,News,"$1,000 ",50,55,1-2 Weeks,"Kentucky
United States",No,Yes,Yes
Inc Australia,NewsBusiness,"$1,000 ",29,51,1-2 Weeks,Australia,Discrete,Yes,No
The Daily Record,NewsBusiness,"$1,000 ",57,66,1-2 Weeks,"Ohio
United States",No,Yes,No
The Sault News,News,"$1,000 ",53,53,1-2 Weeks,"Michigan
United States",No,Yes,No
Rolling Stone (MENA),NewsEntertainment,"$1,000 ",92,90,1-2 Weeks,"Africa
Middle East",No,Yes,Yes
Canton Daily Ledger,News,"$1,000 ",51,49,1-2 Weeks,"Illinois
United States",No,Yes,No
The Progress-Index,News,"$1,000 ",60,63,1-2 Weeks,"Virginia
United States",No,Yes,No
Pekin Daily Times,News,"$1,000 ",55,55,1-2 Weeks,"Illinois
United States",No,Yes,No
Kent Ravenna Record-Courier,News,"$1,000 ",55,61,1-2 Weeks,"Ohio
United States",No,Yes,No
Marie Claire (Netherlands),4 genres,"$1,000 ",42,60,1 Week,Netherlands,No,Yes,Yes
Harper's Bazaar (Australia),4 genres,"$1,000 ",72,73,1-3 Weeks,Australia,No,Yes,Yes
Attitude,3 genres,"$1,000 ",76,72,1-2 Weeks,United Kingdom,No,Yes,Yes
"Robb Report (Africa)
Under Development",NewsLuxury,"$1,000 ",82,83,1-2 Weeks,Africa,No,Yes,Yes
Men's Health (Australia),Lifestyle,"$1,000 ",63,66,1-3 Weeks,Australia,No,Yes,Yes
Times Reporter,News,"$1,000 ",60,65,1-2 Weeks,"Ohio
United States",No,Yes,No
Daily World,News,"$1,000 ",55,57,1-2 Weeks,"Louisiana
United States",No,Yes,No
Esquire (Australia),3 genres,"$1,000 ",35,38,1-3 Weeks,Australia,No,Yes,Yes
Hillsdale Daily News,News,"$1,000 ",52,57,1-2 Weeks,"Michigan
United States",No,Yes,No
Coldwater Daily Reporter,News,"$1,000 ",53,51,1-2 Weeks,"Michigan
United States",No,Yes,No
Times-Mail,News,"$1,000 ",53,50,1-2 Weeks,"Indiana
United States",No,Yes,No
The Gazette,News,"$1,000 ",77,80,1 Week,"Colorado
United States",No,Yes,Yes
Galesburg Register Mail,News,"$1,000 ",59,66,1-2 Weeks,"Illinois
United States",No,Yes,No
"Gulf News
Press Release",News,"$1,000 ",90,85,1 Week,UAE,No,Yes,Yes
Pontiac Daily Leader,News,"$1,000 ",50,48,1-2 Weeks,"Illinois
United States",No,Yes,No
Cryptonomist,Web 3,"$1,000 ",51,72,3 Days,Global,Yes,Yes,No
The Denver Gazette,News,"$1,000 ",62,74,1 Week,Colorado,No,Yes,Yes
J-14 Magazine,5 genres,"$1,000 ",77,67,1 Week,Global,No,Yes,No
Soaps In Depth,Entertainment,"$1,000 ",59,46,1 Week,"Global
United States",No,Yes,Yes
Oakridger,News,"$1,000 ",56,61,1-2 Weeks,"Tennessee
United States",No,Yes,No
Ruidoso News,News,"$1,000 ",53,57,1-2 Weeks,"New Mexico
United States",No,Yes,No
Food And Wine Español,Alcohol,"$1,000 ",49,55,1-2 Weeks,Mexico,Yes,Yes,No
The Newport Daily News,News,"$1,000 ",58,71,1-2 Weeks,"Rhode Island
United States",No,Yes,No
The Daily Advertiser,News,"$1,000 ",68,73,1-2 Weeks,"Louisiana
United States",No,Yes,No
"NewsMax
6 Month Lifespan",4 genres,"$1,000 ",85,82,1 Week,"Global
United States",Yes,Yes,No
Sturgis Journal,3 genres,"$1,000 ",53,52,1-2 Weeks,"Michigan
United States",No,Yes,No
"Realty Times
Contributor",Real Estate,"$1,000 ",58,77,1-2 Weeks,United States,No,Yes,No
Lancaster Eagle-Gazette,News,"$1,000 ",58,65,1-2 Weeks,"Ohio
United States",No,Yes,No
Daily American Online,News,"$1,000 ",57,65,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
"Billboard (Africa)
Under Development",3 genres,"$1,000 ",92,90,1-2 Weeks,Africa,No,Yes,Yes
Ashland Times Gazette,News,"$1,000 ",54,54,1-2 Weeks,"Ohio
United States",No,Yes,No
"Elle India
Staff",3 genres,"$1,000 ",68,70,1 Week,"India
Global",No,Yes,Yes
Watertown Public Opinion,News,"$1,000 ",56,59,1-2 Weeks,"South Dakota
United States",No,Yes,No
The Daily Telegram,News,"$1,000 ",58,62,1-2 Weeks,"Michigan
United States",No,Yes,No
